frame,action
1471,laughing,happy
1472,laughing,happy
1473,laughing,happy
1474,laughing,happy
1475,laughing,happy
1476,laughing,happy
1477,laughing,happy
1478,laughing,happy
1479,laughing,happy
1480,laughing,happy
1481,laughing,happy
1482,laughing,happy
1483,laughing,happy
1484,laughing,happy
1485,laughing,happy
1486,laughing,happy
1487,laughing,happy
1488,laughing,happy
1489,laughing,happy
1490,laughing,happy
1491,laughing,happy
1492,laughing,happy
1493,laughing,happy
1494,laughing,happy
1495,laughing,happy
1496,laughing,happy
1497,laughing,happy
1498,laughing,happy
1499,laughing,happy
1500,laughing,happy
1501,laughing,happy
1502,laughing,happy
1503,laughing,happy
1504,laughing,happy
1505,laughing,happy
1506,laughing,happy
1507,laughing,happy
1508,laughing,happy
1509,laughing,happy
1510,laughing,happy
1511,laughing,happy
1512,laughing,happy
1513,laughing,happy
1514,laughing,happy
1515,laughing,happy
1516,laughing,happy
1517,laughing,happy
1518,laughing,happy
1519,laughing,happy
1520,laughing,happy
1521,laughing,happy
1522,laughing,happy
1523,laughing,happy
1524,laughing,happy
1525,laughing,happy
1526,laughing,happy
1527,laughing,happy
1528,laughing,happy
1529,laughing,happy
1530,laughing,happy
1531,laughing,happy
1532,laughing,happy
1533,laughing,happy
1534,laughing,happy
1535,laughing,happy
1536,laughing,happy
1537,laughing,happy
1538,laughing,happy
1539,laughing,happy
1540,laughing,happy
1541,laughing,happy
1542,laughing,happy
1543,laughing,happy
1544,laughing,happy
1545,laughing,happy
1546,laughing,happy
1547,laughing,happy
1548,laughing,happy
1549,laughing,happy
1550,laughing,happy
1551,laughing,happy
1552,laughing,happy
1553,laughing,happy
1554,laughing,happy
1555,laughing,happy
1556,laughing,happy
1557,laughing,happy
1558,laughing,happy
1559,laughing,neutral
1560,laughing,neutral
1561,laughing,neutral
1562,laughing,neutral
1563,laughing,neutral
1564,laughing,neutral
1565,laughing,neutral
1566,laughing,fear
1567,laughing,fear
1568,laughing,fear
1569,laughing,fear
1570,suffering,fear
1571,suffering,happy
1572,suffering,happy
1573,suffering,happy
1574,suffering,happy
1575,suffering,happy
1576,suffering,happy
1577,suffering,happy
1578,suffering,happy
1579,suffering,happy
1580,suffering,happy
1581,suffering,happy
1582,suffering,happy
1583,suffering,happy
1584,suffering,happy
1585,suffering,happy
1586,suffering,happy
1587,suffering,happy
1588,suffering,happy
1589,suffering,happy
1590,suffering,happy
1591,suffering,happy
1592,suffering,happy
1593,suffering,happy
1594,suffering,happy
1595,suffering,happy
1596,suffering,happy
1597,suffering,happy
1598,suffering,happy
1599,suffering,happy
1600,suffering,happy
1601,suffering,happy
1602,suffering,happy
1603,suffering,happy
1604,suffering,happy
1605,suffering,happy
1606,suffering,happy
1607,suffering,happy
1608,laughing,happy
1609,suffering,happy
1610,suffering,happy
1611,suffering,happy
1612,suffering,happy
1613,suffering,happy
1614,suffering,happy
1615,suffering,happy
1616,suffering,happy
1617,suffering,happy
1618,suffering,happy
1619,suffering,happy
1620,suffering,happy
1621,suffering,happy
1622,suffering,happy
1623,suffering,happy
1624,suffering,happy
1625,suffering,neutral
1626,suffering,neutral
1627,suffering,neutral
1628,suffering,neutral
1629,suffering,neutral
1630,suffering,neutral
1631,suffering,neutral
1632,suffering,neutral
1633,suffering,neutral
1634,suffering,neutral
1635,suffering,neutral
1636,suffering,neutral
1637,suffering,neutral
1638,suffering,neutral
1639,suffering,neutral
1640,suffering,neutral
1641,suffering,neutral
1642,suffering,neutral
1643,suffering,neutral
1644,suffering,neutral
1645,suffering,neutral
1646,suffering,neutral
1647,suffering,neutral
1648,suffering,neutral
1649,suffering,neutral
1650,suffering,neutral
1651,suffering,neutral
1652,suffering,neutral
1653,suffering,neutral
1654,suffering,neutral
1655,suffering,neutral
1656,suffering,neutral
1657,suffering,neutral
1658,suffering,neutral
1659,suffering,neutral
1660,suffering,neutral
1661,suffering,neutral
1662,suffering,neutral
1663,suffering,neutral
1664,suffering,neutral
1665,suffering,neutral
1666,suffering,neutral
1667,suffering,neutral
1668,suffering,neutral
1669,suffering,neutral
1670,suffering,neutral
1671,suffering,neutral
1672,suffering,neutral
1673,suffering,neutral
1674,suffering,neutral
1675,suffering,neutral
1676,suffering,neutral
1677,suffering,neutral
1678,suffering,neutral
1679,suffering,neutral
1680,suffering,neutral
1681,suffering,neutral
1682,suffering,neutral
1683,suffering,neutral
1684,suffering,neutral
1685,suffering,neutral
1686,suffering,neutral
1687,suffering,neutral
1688,suffering,neutral
1689,suffering,neutral
1690,suffering,neutral
1691,suffering,neutral
1692,suffering,neutral
1693,suffering,neutral
1694,suffering,neutral
1695,suffering,neutral
1696,suffering,neutral
1697,suffering,neutral
1698,suffering,neutral
1699,suffering,neutral
1700,suffering,neutral
1701,suffering,neutral
1702,suffering,neutral
1703,suffering,neutral
1704,suffering,neutral
1705,suffering,neutral
1706,suffering,neutral
1707,suffering,neutral
1708,suffering,neutral
1709,suffering,surprise
1710,suffering,
1711,suffering,
1712,suffering,
1713,suffering,
1714,suffering,
1715,suffering,
1716,unknown,
1717,unknown,
1718,unknown,
1719,unknown,
1720,unknown,
1721,unknown,
1722,unknown,
1723,unknown,
1724,unknown,
1725,unknown,
1726,unknown,
1727,unknown,
1728,unknown,
1729,unknown,
1730,unknown,
1731,unknown,
1732,unknown,
1733,unknown,
1734,unknown,
1735,unknown,
1736,unknown,
1737,unknown,
1738,unknown,
1739,unknown,
1740,unknown,
1741,unknown,
1742,unknown,
1743,unknown,
1744,unknown,
1745,unknown,
1746,unknown,
1747,unknown,
1748,unknown,
1749,unknown,
1750,unknown,
1751,unknown,
1752,unknown,
1753,unknown,
1754,unknown,
1755,unknown,
1756,unknown,
1757,unknown,
1758,unknown,
1759,unknown,
1760,unknown,
1761,unknown,
1762,unknown,
1763,unknown,
1764,unknown,
1765,unknown,
1766,unknown,
1767,unknown,
1768,unknown,
1769,unknown,
1770,unknown,
1771,unknown,
1772,unknown,
1773,unknown,
1774,unknown,
1775,unknown,
1776,unknown,
1777,unknown,
1778,unknown,
1779,unknown,
1780,unknown,
1781,unknown,
1782,unknown,
1783,unknown,
1784,unknown,
1785,unknown,
1786,unknown,
1787,unknown,
1788,unknown,
1789,unknown,
1790,unknown,
1791,unknown,
1792,unknown,
1793,unknown,
1794,unknown,
1795,unknown,
1796,unknown,
1797,unknown,
1798,unknown,
1799,unknown,
1800,unknown,
1801,unknown,
1802,unknown,
1803,unknown,
1804,unknown,
1805,unknown,
1806,unknown,
1807,unknown,
1808,unknown,
1809,unknown,
1810,unknown,
1811,unknown,
1812,unknown,
1813,unknown,
1814,unknown,
1815,unknown,
1816,unknown,
1817,unknown,
1818,unknown,
1819,unknown,
1820,unknown,
1821,unknown,
1822,unknown,
1823,unknown,
1824,unknown,
1825,unknown,
1826,unknown,
1827,unknown,
1828,unknown,
1829,unknown,
1830,unknown,
1831,unknown,
1832,unknown,
1833,unknown,
1834,unknown,
1835,removing_blindfold,
1836,removing_blindfold,
1837,removing_blindfold,
1838,removing_blindfold,
1839,removing_blindfold,
1840,removing_blindfold,
1841,removing_blindfold,
1842,removing_blindfold,
1843,removing_blindfold,
1844,removing_blindfold,
1845,removing_blindfold,
1846,removing_blindfold,
1847,removing_blindfold,
1848,removing_blindfold,
1849,removing_blindfold,
1850,removing_blindfold,
1851,removing_blindfold,
1852,removing_blindfold,
1853,removing_blindfold,
1854,removing_blindfold,
1855,removing_blindfold,
1856,removing_blindfold,
1857,removing_blindfold,
1858,removing_blindfold,
1859,removing_blindfold,
1860,removing_blindfold,
1861,removing_blindfold,
1862,removing_blindfold,
1863,removing_blindfold,
1864,removing_blindfold,
1865,removing_blindfold,
1866,removing_blindfold,
1867,removing_blindfold,
1868,removing_blindfold,
1869,removing_blindfold,
1870,removing_blindfold,
1871,removing_blindfold,
1872,removing_blindfold,
1873,removing_blindfold,
1874,removing_blindfold,
1875,removing_blindfold,
1876,removing_blindfold,
1877,removing_blindfold,
1878,removing_blindfold,
1879,removing_blindfold,
1880,removing_blindfold,
1881,removing_blindfold,
1882,removing_blindfold,
1883,removing_blindfold,
1884,removing_blindfold,
1885,removing_blindfold,
1886,removing_blindfold,
1887,removing_blindfold,
1888,removing_blindfold,
1889,removing_blindfold,
1890,removing_blindfold,
1891,removing_blindfold,
1892,removing_blindfold,
1893,removing_blindfold,
1894,removing_blindfold,
1895,removing_blindfold,
1896,removing_blindfold,
1897,removing_blindfold,
1898,removing_blindfold,
1899,removing_blindfold,
1900,removing_blindfold,
1901,removing_blindfold,
1902,removing_blindfold,
1903,removing_blindfold,
1904,removing_blindfold,
1905,removing_blindfold,
1906,removing_blindfold,
1907,removing_blindfold,
1908,removing_blindfold,
1909,removing_blindfold,
1910,removing_blindfold,
1911,removing_blindfold,
1912,removing_blindfold,
1913,removing_blindfold,
1914,removing_blindfold,
1915,removing_blindfold,
1916,removing_blindfold,
1917,removing_blindfold,
1918,removing_blindfold,
1919,removing_blindfold,
1920,removing_blindfold,
1921,removing_blindfold,
1922,removing_blindfold,
1923,removing_blindfold,
1924,removing_blindfold,
1925,removing_blindfold,
1926,removing_blindfold,
1927,removing_blindfold,
1928,removing_blindfold,
1929,removing_blindfold,
1930,removing_blindfold,
1931,removing_blindfold,
1932,removing_blindfold,
1933,removing_blindfold,
1934,removing_blindfold,
1935,removing_blindfold,
1936,removing_blindfold,
1937,removing_blindfold,
1938,removing_blindfold,
1939,removing_blindfold,
1940,removing_blindfold,
1941,removing_blindfold,
1942,removing_blindfold,
1943,removing_blindfold,
1944,removing_blindfold,
1945,removing_blindfold,
1946,removing_blindfold,
1947,removing_blindfold,
1948,removing_blindfold,
1949,removing_blindfold,
1950,removing_blindfold,
1951,removing_blindfold,
1952,removing_blindfold,
1953,removing_blindfold,
1954,removing_blindfold,
1955,removing_blindfold,
1956,removing_blindfold,
1957,removing_blindfold,
1958,removing_blindfold,
1959,removing_blindfold,
1960,removing_blindfold,
1961,removing_blindfold,
1962,removing_blindfold,
1963,removing_blindfold,
1964,removing_blindfold,
1965,removing_blindfold,
1966,removing_blindfold,
1967,removing_blindfold,
1968,removing_blindfold,
1969,removing_blindfold,
1970,removing_blindfold,
1971,removing_blindfold,
1972,removing_blindfold,
1973,removing_blindfold,
1974,removing_blindfold,
1975,removing_blindfold,
1976,removing_blindfold,
1977,removing_blindfold,
1978,removing_blindfold,
1979,removing_blindfold,
1980,removing_blindfold,
1981,unknown,
1982,removing_blindfold,
1983,removing_blindfold,
1984,removing_blindfold,
1985,removing_blindfold,
1986,removing_blindfold,
1987,removing_blindfold,
1988,removing_blindfold,
1989,removing_blindfold,
1990,unknown,
1991,removing_blindfold,
1992,unknown,
1993,unknown,
1994,removing_blindfold,
1995,removing_blindfold,
1996,removing_blindfold,
1997,unknown,
1998,removing_blindfold,
1999,unknown,
2000,unknown,
2001,removing_blindfold,
2002,unknown,
2003,removing_blindfold,
2004,unknown,
2005,removing_blindfold,
2006,unknown,
2007,removing_blindfold,
2008,unknown,
2009,removing_blindfold,
2010,removing_blindfold,
2011,examining,
2012,examining,
2013,examining,
2014,examining,
2015,examining,
2016,examining,
2017,examining,
2018,examining,
2019,examining,
2020,examining,
2021,examining,
2022,examining,
2023,examining,
2024,examining,
2025,examining,
2026,examining,
2027,examining,
2028,examining,
2029,examining,
2030,examining,
2031,examining,
2032,examining,
2033,examining,
2034,examining,
2035,examining,
2036,examining,
2037,examining,
2038,examining,
2039,examining,
2040,examining,
2041,examining,
2042,examining,
2043,examining,
2044,examining,
2045,examining,
2046,examining,
2047,examining,
2048,examining,
2049,examining,
2050,examining,
2051,examining,
2052,examining,
2053,examining,
2054,examining,
2055,examining,
2056,examining,
2057,examining,
2058,examining,
2059,examining,
2060,examining,
2061,examining,
2062,examining,
2063,examining,
2064,examining,
2065,examining,
2066,examining,
2067,examining,
2068,examining,
2069,examining,
2070,examining,
2071,examining,
2072,examining,
2073,examining,
2074,examining,
2075,examining,
2076,examining,
2077,examining,
2078,examining,
2079,examining,
2080,examining,
2081,examining,
2082,examining,
2083,examining,
2084,examining,
2085,examining,
2086,examining,
2087,examining,
2088,examining,
2089,examining,
2090,examining,
2091,examining,
2092,examining,
2093,examining,
2094,examining,
2095,examining,
2096,examining,
2097,unknown,
2098,examining,
2099,examining,
2100,examining,
2101,examining,
2102,examining,
2103,examining,
2104,examining,
2105,examining,
2106,examining,
2107,examining,
2108,examining,
2109,examining,
2110,examining,
2111,examining,
2112,examining,
2113,examining,
2114,examining,
2115,examining,
2116,examining,
2117,examining,
2118,examining,
2119,unknown,
2120,examining,
2121,examining,
2122,examining,
2123,examining,
2124,examining,
2125,examining,
2126,examining,
2127,examining,
2128,examining,
2129,examining,
2130,unknown,
2131,examining,
2132,examining,
2133,unknown,
2134,examining,
2135,examining,
2136,unknown,
2137,examining,
2138,examining,
2139,examining,
2140,examining,
2141,examining,
2142,examining,
2143,examining,
2144,examining,
2145,examining,
2146,examining,
2147,examining,
2148,examining,
2149,examining,
2150,examining,
2151,examining,
2152,unknown,
2153,examining,
2154,unknown,
2155,examining,
2156,unknown,
2157,examining,
2158,unknown,
2159,examining,
2160,unknown,
2161,examining,
2162,unknown,
2163,unknown,
2164,unknown,
2165,unknown,
2166,unknown,
2167,unknown,
2168,unknown,
2169,unknown,
2170,unknown,
2171,unknown,
2172,unknown,
2173,unknown,
2174,unknown,
2175,unknown,
2176,unknown,
2177,unknown,
2178,unknown,
2179,unknown,
2180,unknown,
2181,unknown,
2182,unknown,
2183,unknown,
2184,unknown,
2185,unknown,
2186,unknown,
2187,unknown,
2188,examining,
2189,unknown,
2190,walking,
2191,walking,
2192,walking,
2193,walking,
2194,walking,
2195,walking,
2196,walking,
2197,walking,
2198,walking,
2199,walking,
2200,walking,
2201,walking,
2202,walking,
2203,walking,
2204,walking,
2205,walking,
2206,walking,
2207,walking,
2208,walking,
2209,walking,
2210,walking,
2211,walking,
2212,walking,
2213,walking,
2214,walking,
2215,walking,
2216,walking,
2217,walking,
2218,walking,
2219,walking,
2220,walking,
2221,walking,
2222,walking,
2223,walking,
2224,walking,
2225,walking,
2226,walking,
2227,walking,
2228,walking,
2229,walking,
2230,walking,
2231,walking,
2232,walking,
2233,walking,
2234,walking,
2235,walking,
2236,walking,
2237,walking,
2238,walking,
2239,walking,
2240,walking,
2241,walking,
2242,walking,
2243,walking,
2244,walking,
2245,walking,
2246,walking,
2247,walking,
2248,walking,
2249,walking,
2250,walking,
2251,walking,
2252,walking,
2253,walking,
2254,walking,
2255,walking,
2256,walking,
2257,walking,
2258,walking,
2259,walking,
2260,walking,
2261,walking,
2262,walking,
2263,walking,
2264,walking,
2265,walking,
2266,walking,
2267,walking,
2268,walking,
2269,walking,
2270,walking,
2271,walking,
2272,walking,
2273,walking,
2274,walking,
2275,walking,
2276,walking,
2277,walking,
2278,walking,
2279,walking,
2280,walking,
2281,walking,
2282,walking,
2283,walking,
2284,walking,
2285,walking,
2286,walking,
2287,walking,
2288,walking,
2289,walking,
2290,walking,
2291,walking,
2292,walking,
2293,walking,
2294,walking,
2295,walking,
2296,walking,
2297,walking,
2298,walking,
2299,walking,
2300,walking,
2301,raising_arm,
2302,raising_arm,
2303,raising_arm,
2304,raising_arm,
2305,raising_arm,
2306,raising_arm,
2307,raising_arm,
2308,raising_arm,
2309,raising_arm,
2310,raising_arm,
2311,raising_arm,
2312,raising_arm,
2313,raising_arm,
2314,raising_arm,
2315,raising_arm,
2316,raising_arm,
2317,raising_arm,
2318,raising_arm,
2319,raising_arm,
2320,raising_arm,
2321,raising_arm,
2322,raising_arm,
2323,raising_arm,
2324,raising_arm,
2325,raising_arm,
2326,raising_arm,
2327,raising_arm,
2328,raising_arm,
2329,raising_arm,
2330,raising_arm,
2331,raising_arm,
2332,raising_arm,
2333,raising_arm,
2334,raising_arm,
2335,raising_arm,
2336,raising_arm,
2337,raising_arm,
2338,raising_arm,
2339,raising_arm,
2340,raising_arm,
2341,raising_arm,
2342,raising_arm,
2343,raising_arm,
2344,raising_arm,
2345,raising_arm,
2346,raising_arm,
2347,raising_arm,
2348,raising_arm,
2349,raising_arm,
2350,raising_arm,
2351,raising_arm,
2352,raising_arm,
2353,raising_arm,
2354,raising_arm,
2355,raising_arm,
2356,raising_arm,
2357,raising_arm,
2358,raising_arm,
2359,raising_arm,
2360,raising_arm,
2361,raising_arm,
2362,raising_arm,
2363,raising_arm,
2364,raising_arm,
2365,raising_arm,
2366,raising_arm,
2367,raising_arm,
2368,raising_arm,
2369,raising_arm,
2370,unknown,surprise
2371,raising_arm,surprise
2372,raising_arm,surprise
2373,raising_arm,surprise
2374,raising_arm,surprise
2375,raising_arm,neutral
2376,raising_arm,neutral
2377,raising_arm,neutral
2378,raising_arm,sad
2379,raising_arm,sad
2380,raising_arm,sad
2381,raising_arm,sad
2382,raising_arm,sad
2383,raising_arm,fear
2384,raising_arm,fear
2385,raising_arm,fear
2386,raising_arm,fear
2387,raising_arm,fear
2388,raising_arm,fear
2389,raising_arm,fear
2390,raising_arm,fear
2391,raising_arm,fear
2392,raising_arm,fear
2393,raising_arm,fear
2394,raising_arm,fear
2395,raising_arm,fear
2396,raising_arm,fear
2397,raising_arm,fear
2398,raising_arm,fear
2399,raising_arm,fear
2400,typing,
2401,typing,
2402,typing,
2403,typing,
2404,typing,
2405,typing,
2406,typing,
2407,typing,
2408,typing,
2409,typing,
2410,typing,
2411,typing,
2412,typing,
2413,typing,
2414,typing,
2415,typing,
2416,typing,
2417,typing,
2418,typing,
2419,typing,
2420,typing,
2421,typing,
2422,typing,
2423,typing,
2424,typing,
2425,typing,
2426,typing,
2427,typing,
2428,typing,
2429,typing,
2430,typing,
2431,typing,
2432,typing,
2433,typing,
2434,typing,
2435,typing,
2436,typing,
2437,typing,
2438,typing,
2439,typing,
2440,typing,
2441,typing,
2442,typing,
2443,typing,
2444,typing,
2445,typing,
2446,typing,
2447,typing,
2448,typing,
2449,typing,
2450,typing,
2451,typing,
2452,typing,
2453,typing,
2454,typing,
2455,typing,
2456,typing,
2457,typing,
2458,typing,
2459,typing,
2460,typing,
2461,typing,
2462,typing,
2463,typing,
2464,typing,
2465,typing,
2466,typing,
2467,typing,
2468,typing,
2469,typing,
2470,typing,
2471,typing,
2472,typing,
2473,typing,
2474,typing,
2475,typing,
2476,typing,
2477,typing,
2478,typing,
2479,typing,
2480,typing,
2481,typing,
2482,typing,
2483,typing,
2484,typing,
2485,typing,
2486,typing,
2487,typing,
2488,typing,
2489,typing,
2490,typing,
2491,typing,
2492,typing,
2493,typing,
2494,typing,
2495,typing,
2496,typing,
2497,typing,
2498,typing,
2499,typing,
2500,typing,
2501,typing,
2502,typing,
2503,typing,
2504,typing,
2505,typing,
2506,typing,
2507,typing,
2508,typing,
2509,typing,
2510,typing,
2511,typing,
2512,typing,
2513,typing,
2514,typing,
2515,typing,
2516,typing,
2517,typing,
2518,typing,
2519,typing,
2520,typing,
2521,typing,
2522,typing,
2523,typing,
2524,typing,
2525,typing,
2526,typing,
2527,typing,
2528,typing,
2529,typing,
2530,typing,
2531,typing,
2532,typing,
2533,typing,
2534,typing,
2535,typing,
2536,typing,
2537,typing,
2538,typing,
2539,typing,
2540,typing,
2541,typing,
2542,typing,
2543,typing,
2544,typing,
2545,typing,
2546,typing,
2547,typing,
2548,typing,
2549,typing,
2550,typing,
2551,typing,
2552,typing,
2553,typing,
2554,typing,
2555,typing,
2556,typing,
2557,typing,
2558,typing,
2559,typing,
2560,typing,
2561,typing,
2562,typing,
2563,typing,
2564,typing,
2565,typing,
2566,typing,
2567,typing,
2568,typing,
2569,typing,
2570,typing,
2571,typing,
2572,typing,
2573,typing,
2574,typing,
2575,typing,
2576,typing,
2577,typing,
2578,typing,
2579,typing,
2580,typing,
2581,typing,
2582,typing,
2583,typing,
2584,typing,
2585,typing,
2586,typing,
2587,typing,
2588,typing,
2589,typing,
2590,typing,
2591,typing,
2592,typing,
2593,typing,
2594,typing,
2595,typing,
2596,typing,
2597,typing,
2598,typing,
2599,typing,
2600,typing,
2601,typing,
2602,typing,
2603,typing,
2604,typing,
2605,typing,
2606,typing,
2607,typing,
2608,typing,
2609,typing,
2610,typing,
2611,typing,
2612,typing,
2613,typing,
2614,typing,
2615,typing,
2616,typing,
2617,typing,
2618,typing,
2619,typing,
2620,typing,
2621,typing,
2622,typing,
2623,typing,
2624,typing,
2625,typing,
2626,typing,
2627,typing,
2628,typing,
2629,typing,
2630,typing,
2631,typing,
2632,typing,
2633,typing,
2634,typing,
2635,typing,
2636,typing,
2637,typing,
2638,typing,
2639,typing,
2640,typing,
2641,typing,
2642,typing,
2643,typing,
2644,typing,
2645,typing,
2646,typing,
2647,typing,
2648,typing,
2649,typing,
2650,typing,
2651,typing,
2652,typing,
2653,typing,
2654,typing,
2655,typing,
2656,typing,
2657,typing,
2658,typing,
2659,typing,
2660,typing,
2661,typing,
2662,typing,
2663,typing,
2664,typing,
2665,typing,
2666,typing,
2667,typing,
2668,typing,
2669,typing,
2670,typing,
2671,typing,
2672,typing,
2673,typing,
2674,typing,
2675,typing,
2676,typing,
2677,typing,
2678,typing,
2679,typing,
2680,typing,
2681,typing,
2682,typing,
2683,typing,
2684,typing,
2685,typing,
2686,typing,
2687,typing,
2688,typing,
2689,typing,
2690,typing,
2691,typing,
2692,typing,
2693,typing,
2694,typing,
2695,typing,
2696,typing,
2697,typing,
2698,typing,
2699,typing,
2700,typing,
2701,typing,
2702,typing,
2703,typing,
2704,typing,
2705,typing,
2706,typing,
2707,typing,
2708,typing,
2709,typing,
2710,typing,
2711,typing,
2712,typing,
2713,typing,
2714,typing,
2715,typing,
2716,typing,
2717,typing,
2718,typing,
2719,typing,
2720,typing,
2721,typing,
2722,typing,
2723,typing,
2724,typing,
2725,typing,
2726,typing,
2727,typing,
2728,typing,
2729,typing,
2730,typing,
2731,typing,
2732,typing,
2733,typing,
2734,typing,
2735,typing,
2736,typing,
2737,typing,
2738,typing,
2739,typing,
2740,typing,
2741,typing,
2742,typing,
2743,typing,
2744,typing,
2745,typing,
2746,typing,
2747,typing,
2748,typing,
2749,typing,
2750,typing,
2751,typing,
2752,typing,
2753,typing,
2754,typing,
2755,typing,
2756,typing,
2757,typing,
2758,typing,
2759,typing,
2760,unknown,
2761,unknown,
2762,unknown,
2763,unknown,
2764,unknown,
2765,unknown,
2766,unknown,
2767,unknown,
2768,unknown,
2769,unknown,
2770,unknown,
2771,unknown,
2772,unknown,
2773,unknown,
2774,unknown,
2775,unknown,
2776,unknown,
2777,unknown,
2778,unknown,
2779,unknown,
2780,unknown,
2781,unknown,
2782,unknown,
2783,unknown,
2784,unknown,
2785,unknown,
2786,unknown,
2787,unknown,
2788,unknown,
2789,unknown,
2790,unknown,
2791,unknown,
2792,unknown,
2793,unknown,
2794,unknown,
2795,unknown,
2796,unknown,
2797,unknown,
2798,unknown,
2799,unknown,
2800,unknown,
2801,unknown,
2802,unknown,
2803,unknown,
2804,unknown,
2805,unknown,
2806,unknown,
2807,unknown,
2808,unknown,
2809,unknown,
2810,unknown,
2811,unknown,
2812,unknown,
2813,unknown,
2814,unknown,
2815,unknown,
2816,unknown,
2817,unknown,
2818,unknown,
2819,unknown,
2820,unknown,
2821,unknown,
2822,unknown,
2823,unknown,
2824,unknown,
2825,unknown,
2826,unknown,
2827,unknown,
2828,unknown,
2829,unknown,
2830,unknown,
2831,unknown,
2832,unknown,
2833,unknown,
2834,unknown,
2835,unknown,
2836,unknown,
2837,unknown,
2838,unknown,
2839,unknown,
2840,unknown,
2841,unknown,
2842,unknown,
2843,unknown,
2844,unknown,
2845,unknown,
2846,unknown,
2847,unknown,
2848,unknown,
2849,unknown,
2850,unknown,
2851,unknown,
2852,unknown,
2853,unknown,
2854,unknown,
2855,unknown,
2856,unknown,
2857,unknown,
2858,unknown,
2859,unknown,
2860,unknown,
2861,unknown,
2862,unknown,
2863,unknown,
2864,unknown,
2865,unknown,
2866,unknown,
2867,unknown,
2868,unknown,
2869,unknown,
2870,unknown,
2871,unknown,
2872,unknown,
2873,unknown,
2874,unknown,
2875,unknown,
2876,unknown,
2877,unknown,
2878,unknown,
2879,unknown,
2880,unknown,
2881,unknown,
2882,unknown,
2883,unknown,
2884,unknown,
2885,unknown,
2886,unknown,
2887,typing,
2888,unknown,
2889,unknown,
2890,unknown,
2891,unknown,
2892,unknown,
2893,unknown,
2894,unknown,
2895,unknown,
2896,typing,
2897,unknown,
2898,unknown,
2899,unknown,
2900,unknown,
2901,unknown,
2902,unknown,
2903,typing,
2904,unknown,
2905,unknown,
2906,typing,
2907,typing,
2908,unknown,
2909,unknown,
2910,unknown,
2911,unknown,
2912,typing,
2913,typing,
2914,typing,
2915,typing,
2916,unknown,
2917,typing,
2918,unknown,
2919,unknown,
2920,unknown,
2921,unknown,
2922,unknown,
2923,unknown,
2924,unknown,
2925,unknown,
2926,typing,
2927,typing,
2928,typing,
2929,typing,
2930,typing,
2931,typing,
2932,typing,
2933,typing,
2934,typing,
2935,typing,
2936,typing,
2937,typing,
2938,typing,
2939,unknown,
2940,using_cellphone,
2941,using_cellphone,
2942,using_cellphone,
2943,unknown,
2944,using_cellphone,
2945,using_cellphone,
2946,using_cellphone,
2947,using_cellphone,
2948,using_cellphone,
2949,using_cellphone,
2950,using_cellphone,
2951,using_cellphone,
2952,using_cellphone,
2953,using_cellphone,
2954,using_cellphone,
2955,using_cellphone,
2956,using_cellphone,
2957,using_cellphone,
2958,using_cellphone,
2959,using_cellphone,
2960,using_cellphone,
2961,using_cellphone,
2962,using_cellphone,
2963,using_cellphone,
2964,using_cellphone,
2965,using_cellphone,
2966,unknown,
2967,unknown,
2968,unknown,
2969,unknown,
2970,unknown,
2971,unknown,
2972,unknown,
2973,unknown,
2974,unknown,
2975,unknown,
2976,using_cellphone,
2977,using_cellphone,
2978,using_cellphone,
2979,unknown,
2980,unknown,
2981,unknown,
2982,unknown,
2983,unknown,
2984,unknown,
2985,unknown,
2986,unknown,
2987,unknown,
2988,unknown,
2989,unknown,
2990,unknown,
2991,unknown,
2992,unknown,
2993,unknown,
2994,unknown,
2995,unknown,
2996,unknown,
2997,unknown,
2998,unknown,
2999,unknown,
3000,unknown,
3001,unknown,
3002,unknown,
3003,unknown,
3004,unknown,
3005,unknown,
3006,unknown,
3007,unknown,
3008,unknown,
3009,unknown,
3010,unknown,
3011,unknown,
3012,unknown,
3013,unknown,
3014,unknown,
3015,unknown,
3016,unknown,
3017,using_cellphone,
3018,using_cellphone,
3019,unknown,
3020,unknown,
3021,using_cellphone,
3022,unknown,
3023,unknown,
3024,unknown,
3025,handshaking,
3026,unknown,
3027,handshaking,
3028,handshaking,
3029,unknown,
3030,handshaking,
3031,handshaking,
3032,unknown,
3033,unknown,
3034,unknown,
3035,handshaking,
3036,handshaking,
3037,handshaking,
3038,handshaking,
3039,handshaking,
3040,handshaking,
3041,handshaking,
3042,handshaking,
3043,unknown,
3044,unknown,
3045,handshaking,
3046,handshaking,
3047,handshaking,
3048,unknown,
3049,handshaking,
3050,handshaking,
3051,handshaking,
3052,handshaking,
3053,handshaking,
3054,handshaking,
3055,handshaking,
3056,handshaking,
3057,handshaking,
3058,handshaking,
3059,handshaking,
3060,handshaking,
3061,handshaking,
3062,handshaking,
3063,handshaking,
3064,handshaking,
3065,handshaking,
3066,handshaking,
3067,handshaking,
3068,handshaking,
3069,handshaking,
3070,handshaking,
3071,handshaking,
3072,handshaking,
3073,handshaking,
3074,handshaking,
3075,handshaking,
3076,handshaking,
3077,handshaking,
3078,handshaking,
3079,handshaking,
3080,handshaking,
3081,handshaking,
3082,handshaking,
3083,handshaking,
3084,handshaking,
3085,handshaking,
3086,handshaking,
3087,handshaking,
3088,handshaking,
3089,handshaking,
3090,handshaking,
3091,handshaking,
3092,handshaking,
